date,GHI,Avg Zenith Angle [degrees],Avg Airmass,Avg Tower Dry Bulb Temp [deg C]
1/1/2018 8:00,29.8322,89.28,19.944,-10.7312
1/1/2018 9:00,122.9278,80.0757,5.9575,-8.322
1/1/2018 10:00,172.2435,72.289,3.2967,-8.1452
1/1/2018 11:00,456.3948,66.4979,2.5029,-6.5416
1/1/2018 12:00,519.2428,63.2968,2.2179,-4.6852
1/1/2018 13:00,497.1556,63.0923,2.2021,-4.0228
1/1/2018 14:00,482.0555,65.9126,2.4448,-2.1194
1/1/2018 15:00,411.7615,71.3925,3.1399,0.1246
1/1/2018 16:00,189.7499,78.9512,5.3229,-0.1681
1/1/2018 17:00,40.4665,87.9653,21.2667,-2.5103
1/2/2018 8:00,23.9143,89.2939,18.9337,-7.3615
1/2/2018 9:00,164.9009,80.0734,5.9576,-4.8769
1/2/2018 10:00,327.5271,72.2655,3.2927,-1.9441
1/2/2018 11:00,448.9563,66.4492,2.4982,-0.1091
1/2/2018 12:00,517.2462,63.2214,2.2122,2.4822
1/2/2018 13:00,520.3071,62.9923,2.1946,4.2477
1/2/2018 14:00,459.9126,65.7939,2.4336,5.8744
1/2/2018 15:00,343.0701,71.2618,3.1186,6.361
1/2/2018 16:00,186.8439,78.8147,5.2564,5.5254
1/2/2018 17:00,30.7757,87.831,20.6116,3.7132
1/3/2018 8:00,23.7844,89.3106,19.1307,1.4918
1/3/2018 9:00,161.884,80.0646,5.9538,3.7757
1/3/2018 10:00,317.7007,72.235,3.2875,6.8562
1/3/2018 11:00,442.847,66.3932,2.4927,9.0643
1/3/2018 12:00,531.3312,63.1385,2.2059,9.2927
1/3/2018 13:00,236.0048,62.8852,2.1866,8.8995
1/3/2018 14:00,435.7229,65.6685,2.4218,10.3123
1/3/2018 15:00,443.1063,71.1252,3.0967,10.9988
1/3/2018 16:00,206.7898,78.673,5.1893,9.0573
1/3/2018 17:00,51.1761,87.684,20.8527,6.4783
1/4/2018 8:00,22.511,89.3128,19.1417,0.8824
1/4/2018 9:00,160.5073,80.0493,5.946,2.9259
1/4/2018 10:00,319.3082,72.1975,3.2811,5.7939
1/4/2018 11:00,441.3481,66.3299,2.4865,7.6106
1/4/2018 12:00,508.4183,63.0483,2.1992,7.9414
1/4/2018 13:00,512.9091,62.7709,2.1782,8.5053
1/4/2018 14:00,456.0151,65.5365,2.4096,9.3147
1/4/2018 15:00,342.0614,70.9828,3.0743,9.6098
1/4/2018 16:00,189.2118,78.5263,5.1216,9.6235
1/4/2018 17:00,32.2419,87.5328,21.0717,7.7095
1/5/2018 8:00,23.5161,89.3091,19.1243,5.9302
1/5/2018 9:00,141.6478,80.0275,5.9343,7.9214
1/5/2018 10:00,181.4609,72.1531,3.2734,11.0727
1/5/2018 11:00,160.6452,66.2593,2.4797,10.9265
1/5/2018 12:00,241.5711,62.9506,2.1919,11.1613
1/5/2018 13:00,178.8782,62.6494,2.1693,12.094
1/5/2018 14:00,138.0415,65.3979,2.3969,12.1067
1/5/2018 15:00,200.8394,70.8346,3.0513,13.7488
1/5/2018 16:00,143.1838,78.3747,5.0536,13.354
1/5/2018 17:00,17.5716,87.3776,21.2694,12.1983
1/6/2018 8:00,9.6432,89.2994,19.0787,4.0694
1/6/2018 9:00,87.1026,79.9992,5.9186,3.2589
1/6/2018 10:00,238.0914,72.1017,3.2646,5.5706
1/6/2018 11:00,278.9917,66.1815,2.4722,6.684
1/6/2018 12:00,429.8127,62.8456,2.1842,8.8223
1/6/2018 13:00,450.237,62.5208,2.16,11.0112
1/6/2018 14:00,211.2944,65.2528,2.3838,9.9822
1/6/2018 15:00,269.7249,70.6806,3.0278,11.7385
1/6/2018 16:00,166.5647,78.2181,4.9853,12.894
1/6/2018 17:00,28.3997,87.2184,21.4466,10.4147
1/7/2018 8:00,11.0089,89.2753,18.8476,-0.3651
1/7/2018 9:00,139.4319,79.9643,5.899,0.8998
1/7/2018 10:00,274.6187,72.0434,3.2546,3.0556
1/7/2018 11:00,410.4527,66.0964,2.464,5.0437
1/7/2018 12:00,509.7976,62.7333,2.1759,6.6195
1/7/2018 13:00,505.4279,62.3852,2.1503,8.1384
1/7/2018 14:00,453.344,65.1013,2.3702,9.9982
1/7/2018 15:00,348.4276,70.521,3.0039,11.192
1/7/2018 16:00,198.4566,78.0567,4.917,10.7327
1/7/2018 17:00,35.4377,87.0553,21.6041,9.1788
1/8/2018 8:00,11.4066,89.2536,19.8231,1.1218
1/8/2018 9:00,45.5505,79.9229,5.8757,5.5051
1/8/2018 10:00,80.1437,71.9782,3.2434,7.7145
1/8/2018 11:00,74.298,66.0041,2.4552,8.4844
1/8/2018 12:00,91.4274,62.6138,2.1673,7.5492
1/8/2018 13:00,154.3452,62.2427,2.1402,9.266
1/8/2018 14:00,235.8548,64.9434,2.3563,12.1052
1/8/2018 15:00,167.9423,70.3559,2.9796,12.4107
1/8/2018 16:00,217.8606,77.8906,4.8486,15.3575
1/8/2018 17:00,27.9878,86.8885,21.7427,13.1027
1/9/2018 8:00,21.9671,89.226,19.6972,7.5218
1/9/2018 9:00,148.178,79.875,5.8486,10.3517
1/9/2018 10:00,315.2839,71.906,3.2312,13.4383
1/9/2018 11:00,393.8911,65.9047,2.4458,16.5882
1/9/2018 12:00,473.2691,62.487,2.1581,17.6878
1/9/2018 13:00,511.9268,62.0932,2.1298,17.3503
1/9/2018 14:00,456.6871,64.7793,2.342,17.3293
1/9/2018 15:00,277.6213,70.1853,2.9549,17.4307
1/9/2018 16:00,74.1278,77.7199,4.7804,15.9068
1/9/2018 17:00,39.2529,86.7179,20.7793,14.9842
1/10/2018 8:00,7.6424,89.1923,19.5425,8.3399
1/10/2018 9:00,57.8505,79.8205,5.818,8.6017
1/10/2018 10:00,107.6195,71.8269,3.2178,9.841
1/10/2018 11:00,132.4881,65.798,2.4358,11.2145
1/10/2018 12:00,190.5024,62.353,2.1486,11.6372
1/10/2018 13:00,315.5935,61.9368,2.1189,12.6758
1/10/2018 14:00,252.7286,64.6089,2.3274,12.5508
1/10/2018 15:00,65.8683,70.0094,2.9298,11.394
1/10/2018 16:00,21.7214,77.5447,4.7125,9.5013
1/10/2018 17:00,3.5705,86.5438,19.7849,7.3133
1/11/2018 8:00,23.8578,89.1526,19.3583,-1.2863
1/11/2018 9:00,166.843,79.7594,5.7838,0.0758
1/11/2018 10:00,329.4879,71.741,3.2034,1.7932
1/11/2018 11:00,454.4254,65.6843,2.4253,2.6643
1/11/2018 12:00,523.9764,62.212,2.1386,3.6008
1/11/2018 13:00,535.4857,61.7737,2.1078,4.2778
1/11/2018 14:00,480.2346,64.4325,2.3125,4.8098
1/11/2018 15:00,284.1952,69.8282,2.9046,4.6851
1/11/2018 16:00,205.7539,77.3651,4.6449,5.0012
1/11/2018 17:00,46.9405,86.3662,18.7819,3.1103
1/12/2018 8:00,13.6754,89.0983,18.986,5.0856
1/12/2018 9:00,128.0703,79.6918,5.7463,5.4331
1/12/2018 10:00,249.5484,71.6481,3.1879,6.4196
1/12/2018 11:00,195.2192,65.5635,2.4141,6.942
1/12/2018 12:00,160.5186,62.0639,2.1283,6.6857
1/12/2018 13:00,245.7626,61.6039,2.0963,6.3647
1/12/2018 14:00,453.2358,64.25,2.2972,6.418
1/12/2018 15:00,145.3973,69.6419,2.8791,5.425
1/12/2018 16:00,87.9381,77.1812,4.5778,4.8906
1/12/2018 17:00,33.3196,86.1852,17.7913,4.3183
1/13/2018 8:00,32.5987,89.0465,19.823,0.9741
1/13/2018 9:00,112.0162,79.6177,5.7056,2.8285
1/13/2018 10:00,293.9075,71.5485,3.1715,4.9866
1/13/2018 11:00,430.5412,65.4356,2.4025,7.357
1/13/2018 12:00,515.3011,61.9087,2.1176,8.1265
1/13/2018 13:00,528.84,61.4275,2.0845,8.3416
1/13/2018 14:00,286.5995,64.0616,2.2818,8.3871
1/13/2018 15:00,168.5433,69.4506,2.8534,8.1553
1/13/2018 16:00,80.4667,76.9932,4.5112,7.5232
1/13/2018 17:00,23.4312,86.001,16.8303,5.8992
1/14/2018 8:00,24.8122,88.9885,19.5582,1.2701
1/14/2018 9:00,166.717,79.537,5.6617,5.9844
1/14/2018 10:00,331.5688,71.4419,3.1541,9.6457
1/14/2018 11:00,458.2328,65.3008,2.3903,11.888
1/14/2018 12:00,531.3527,61.7467,2.1066,12.0957
1/14/2018 13:00,548.0992,61.2445,2.0724,13.1453
1/14/2018 14:00,355.4411,63.8674,2.2661,14.0042
1/14/2018 15:00,106.7177,69.2543,2.8275,11.8053
1/14/2018 16:00,148.1505,76.8011,4.4452,11.1372
1/14/2018 17:00,64.6232,85.8137,15.9119,10.1462
1/15/2018 8:00,1.5404,88.9159,19.1025,-6.182
1/15/2018 9:00,12.0687,79.4498,5.615,-7.2616
1/15/2018 10:00,40.4613,71.3287,3.1359,-8.3952
1/15/2018 11:00,127.9625,65.159,2.3777,-9.1602
1/15/2018 12:00,165.7182,61.5778,2.0952,-9.5463
1/15/2018 13:00,185.5429,61.0551,2.0601,-9.3718
1/15/2018 14:00,159.4279,63.6675,2.2501,-9.349
1/15/2018 15:00,139.2317,69.0532,2.8015,-9.5292
1/15/2018 16:00,97.5792,76.6051,4.38,-9.5923
1/15/2018 17:00,21.3506,85.6233,15.0442,-9.4488
1/16/2018 8:00,30.0878,88.8458,19.8567,-10.639
1/16/2018 9:00,180.2781,79.356,5.5655,-8.3103
1/16/2018 10:00,344.3367,71.2086,3.1167,-5.069
1/16/2018 11:00,474.7516,65.0103,2.3646,-3.2351
1/16/2018 12:00,548.3654,61.402,2.0835,-2.191
1/16/2018 13:00,558.6726,60.8593,2.0476,-1.1067
1/16/2018 14:00,504.4309,63.4619,2.234,0.0362
1/16/2018 15:00,390.5355,68.8474,2.7755,1.1015
1/16/2018 16:00,234.1212,76.4053,4.3155,1.6738
1/16/2018 17:00,59.7387,85.4382,14.3775,0.7965
1/17/2018 8:00,29.7499,88.7696,19.5066,-2.4155
1/17/2018 9:00,180.5259,79.2558,5.5135,0.0491
1/17/2018 10:00,349.5469,71.0818,3.0967,5.1723
1/17/2018 11:00,479.7018,64.8547,2.351,7.828
1/17/2018 12:00,551.5308,61.2195,2.0715,8.0015
1/17/2018 13:00,556.5905,60.6571,2.0348,8.6107
1/17/2018 14:00,505.2935,63.2509,2.2178,9.2657
1/17/2018 15:00,396.2785,68.637,2.7494,9.407
1/17/2018 16:00,238.607,76.2017,4.2517,9.5905
1/17/2018 17:00,61.0382,85.2497,13.7489,8.322
1/18/2018 8:00,29.2878,88.6788,20.0442,8.6353
1/18/2018 9:00,143.0349,79.1491,5.459,10.1827
1/18/2018 10:00,297.4612,70.9483,3.076,11.7373
1/18/2018 11:00,432.007,64.6924,2.337,13.8663
1/18/2018 12:00,476.4083,61.0303,2.0592,14.4405
1/18/2018 13:00,366.1321,60.4488,2.0218,15.0062
1/18/2018 14:00,493.9521,63.0344,2.2013,16.8737
1/18/2018 15:00,398.8342,68.4222,2.7233,17.5295
1/18/2018 16:00,219.9684,75.9946,4.1889,17.1217
1/18/2018 17:00,51.369,85.0581,13.1574,14.977
1/19/2018 8:00,11.8507,88.5904,19.6407,10.738
1/19/2018 9:00,75.3478,79.0359,5.4024,10.54
1/19/2018 10:00,178.7345,70.8082,3.0545,11.6513
1/19/2018 11:00,265.5825,64.5233,2.3227,14.4153
1/19/2018 12:00,348.1406,60.8346,2.0467,16.0448
1/19/2018 13:00,408.6882,60.2344,2.0087,16.7575
1/19/2018 14:00,440.8372,62.8126,2.1848,17.4578
1/19/2018 15:00,396.3272,68.203,2.6972,18.2568
1/19/2018 16:00,250.57,75.7841,4.127,18.7982
1/19/2018 17:00,85.2016,84.8634,12.6013,17.0672
1/20/2018 8:00,14.2295,88.4874,20.1232,5.642
1/20/2018 9:00,131.5857,78.9163,5.3437,6.6212
1/20/2018 10:00,346.8664,70.6615,3.0324,10.5415
1/20/2018 11:00,394.3374,64.3475,2.308,9.2738
1/20/2018 12:00,508.6695,60.6323,2.034,5.8734
1/20/2018 13:00,496.5226,60.0139,1.9953,6.2331
1/20/2018 14:00,372.1552,62.5856,2.1682,6.118
1/20/2018 15:00,218.0554,67.9795,2.6712,4.9679
1/20/2018 16:00,179.5901,75.5702,4.066,4.8867
1/20/2018 17:00,48.2433,84.6658,12.0791,3.3658
1/21/2018 8:00,8.5259,88.3868,19.6633,-4.7962
1/21/2018 9:00,60.1383,78.7903,5.2832,-4.6125
1/21/2018 10:00,106.0325,70.5082,3.0095,-4.3979
1/21/2018 11:00,171.9611,64.1652,2.2929,-4.7978
1/21/2018 12:00,174.4178,60.4235,2.021,-5.1846
1/21/2018 13:00,186.7428,59.7875,1.9819,-5.167
1/21/2018 14:00,177.4245,62.3534,2.1515,-5.4171
1/21/2018 15:00,132.4351,67.752,2.6452,-5.6005
1/21/2018 16:00,77.2887,75.3531,4.006,-5.8944
1/21/2018 17:00,19.5873,84.4654,11.5889,-5.9691
1/22/2018 8:00,35.4694,88.2718,20.094,-3.2535
1/22/2018 9:00,197.6187,78.6579,5.221,-1.9687
1/22/2018 10:00,371.4837,70.3484,2.9861,-0.8013
1/22/2018 11:00,505.8763,63.9762,2.2775,0.4322
1/22/2018 12:00,582.9826,60.2084,2.0078,1.7657
1/22/2018 13:00,596.5943,59.5552,1.9683,3.2295
1/22/2018 14:00,546.1425,62.1163,2.1347,3.7323
1/22/2018 15:00,432.058,67.5204,2.6194,3.9996
1/22/2018 16:00,270.1781,75.1329,3.947,3.9635
1/22/2018 17:00,83.3392,84.2623,11.129,3.5109
1/23/2018 8:00,34.7625,88.1507,19.4189,-2.1996
1/23/2018 9:00,194.7924,78.5191,5.1573,-0.2723
1/23/2018 10:00,368.4156,70.1821,2.9622,2.9176
1/23/2018 11:00,502.0531,63.7808,2.2619,3.5495
1/23/2018 12:00,575.9923,59.987,1.9945,4.0239
1/23/2018 13:00,590.0021,59.3172,1.9546,5.2465
1/23/2018 14:00,539.8102,61.8744,2.1179,5.0745
1/23/2018 15:00,427.4717,67.2849,2.5936,5.2898
1/23/2018 16:00,245.0829,74.9098,3.889,4.1667
1/23/2018 17:00,83.0698,84.0566,10.6974,3.3123
1/24/2018 8:00,34.9343,88.0321,19.9539,1.7607
1/24/2018 9:00,161.4534,78.3741,5.0924,4.6821
1/24/2018 10:00,329.5678,70.0095,2.9377,8.4401
1/24/2018 11:00,152.5487,63.579,2.2459,7.064
1/24/2018 12:00,205.3732,59.7594,1.981,7.522
1/24/2018 13:00,261.8003,59.0735,1.9408,8.959
1/24/2018 14:00,259,61.6276,2.1011,8.6467
1/24/2018 15:00,317.1602,67.0457,2.5681,9.5513
1/24/2018 16:00,351.6645,74.6838,3.8321,10.8923
1/24/2018 17:00,121.5613,83.8485,10.2925,10.6702
1/25/2018 8:00,48.0828,87.8992,20.3025,4.982
1/25/2018 9:00,125.5323,78.2228,5.0264,6.358
1/25/2018 10:00,193.948,69.8305,2.9128,7.0249
1/25/2018 11:00,267.0037,63.3708,2.2298,9.3716
1/25/2018 12:00,251.6066,59.5257,1.9673,10.0113
1/25/2018 13:00,242.2538,58.8244,1.9269,10.939
1/25/2018 14:00,438.5468,61.3762,2.0842,11.1465
1/25/2018 15:00,455.1104,66.8029,2.5427,13.4313
1/25/2018 16:00,285.9611,74.455,3.7762,12.8012
1/25/2018 17:00,111.5295,83.6382,9.9123,11.6237
1/26/2018 8:00,40.0524,87.7603,19.5467,0.7514
1/26/2018 9:00,71.3573,78.0654,4.9594,0.1501
1/26/2018 10:00,344.5876,69.6453,2.8874,1.4644
1/26/2018 11:00,380.7892,63.1564,2.2134,2.2343
1/26/2018 12:00,357.1229,59.2859,1.9535,0.8805
1/26/2018 13:00,648.1923,58.5697,1.9129,1.7617
1/26/2018 14:00,557.0841,61.1203,2.0674,1.5465
1/26/2018 15:00,431.1752,66.5565,2.5174,1.4806
1/26/2018 16:00,243.2424,74.2237,3.7214,0.4557
1/26/2018 17:00,108.5026,83.4257,9.5552,0.0503
1/27/2018 8:00,36.9753,87.6155,19.8442,-3.2469
1/27/2018 9:00,161.0451,77.9018,4.8917,-1.6465
1/27/2018 10:00,298.3794,69.4538,2.8618,1.3082
1/27/2018 11:00,536.0002,62.9359,2.1968,3.078
1/27/2018 12:00,460.2534,59.0403,1.9397,3.6622
1/27/2018 13:00,478.214,58.3097,1.8989,4.446
1/27/2018 14:00,324.2896,60.8599,2.0506,4.666
1/27/2018 15:00,348.6965,66.3067,2.4924,5.0804
1/27/2018 16:00,202.1001,73.9898,3.6677,4.7554
1/27/2018 17:00,68.6666,83.2112,9.2195,4.1632
1/28/2018 8:00,28.978,87.4735,20.2722,1.1874
1/28/2018 9:00,191.4846,77.7322,4.8234,3.7007
1/28/2018 10:00,381.2729,69.2563,2.8357,6.2332
1/28/2018 11:00,463.9576,62.7092,2.18,8.3996
1/28/2018 12:00,546.0876,58.7888,1.9257,9.3088
1/28/2018 13:00,280.0005,58.0445,1.8849,7.8755
1/28/2018 14:00,385.7973,60.5953,2.0339,7.9295
1/28/2018 15:00,147.5558,66.0537,2.4676,7.4074
1/28/2018 16:00,190.8497,73.7536,3.615,7.9628
1/28/2018 17:00,121.5378,82.9947,8.9038,5.5593
1/29/2018 8:00,57.0394,87.3173,20.5165,1.7982
1/29/2018 9:00,181.9686,77.5567,4.7547,3.8057
1/29/2018 10:00,340.4877,69.0528,2.8094,5.1392
1/29/2018 11:00,478.6702,62.4766,2.1631,9.173
1/29/2018 12:00,556.3084,58.5315,1.9116,11.2188
1/29/2018 13:00,563.9523,57.7742,1.8709,12.5895
1/29/2018 14:00,504.7088,60.3264,2.0172,12.5687
1/29/2018 15:00,140.3133,65.7974,2.4431,10.695
1/29/2018 16:00,111.6461,73.515,3.5635,11.0015
1/29/2018 17:00,124.0094,82.7764,8.6066,12.6848
1/30/2018 8:00,16.6916,87.1555,20.7341,8.7067
1/30/2018 9:00,42.287,77.3752,4.6858,11.1137
1/30/2018 10:00,91.9978,68.8434,2.7829,11.2998
1/30/2018 11:00,167.8341,62.2381,2.1461,12.4138
1/30/2018 12:00,252.1629,58.2687,1.8975,13.4992
1/30/2018 13:00,308.8989,57.4988,1.8568,14.2347
1/30/2018 14:00,271.1671,60.0534,2.0005,14.5538
1/30/2018 15:00,314.8494,65.538,2.4187,15.3012
1/30/2018 16:00,178.7645,73.2743,3.513,16.5812
1/30/2018 17:00,103.2606,82.5564,8.3265,15.9695
1/31/2018 8:00,27.9948,86.988,20.926,-3.3852
1/31/2018 9:00,151.8179,77.188,4.6166,-2.6669
1/31/2018 10:00,250.1608,68.6281,2.7562,-1.8979
1/31/2018 11:00,407.4399,61.9938,2.129,0.6499
1/31/2018 12:00,404.3724,58.0003,1.8833,2.0881
1/31/2018 13:00,282.9929,57.2185,1.8428,3.0624
1/31/2018 14:00,302.141,59.7764,1.984,3.6551
1/31/2018 15:00,328.809,65.2757,2.3947,4.2705
1/31/2018 16:00,362.9914,73.0314,3.4635,5.1279
1/31/2018 17:00,91.1019,82.3347,8.0622,3.929
2/1/2018 8:00,27.12,86.8151,20.0203,-4.4625
2/1/2018 9:00,89.9862,76.995,4.5476,-4.4942
2/1/2018 10:00,182.6525,68.4071,2.7293,-3.9929
2/1/2018 11:00,135.3841,61.7438,2.1117,-4.0329
2/1/2018 12:00,200.9732,57.7264,1.8692,-3.5758
2/1/2018 13:00,119.9893,56.9334,1.8287,-3.6089
2/1/2018 14:00,79.5643,59.4955,1.9675,-3.4569
2/1/2018 15:00,80.9686,65.0105,2.3709,-3.1722
2/1/2018 16:00,43.7941,72.7865,3.4151,-2.7514
2/1/2018 17:00,37.3911,82.1116,7.8128,-2.4012
2/2/2018 8:00,63.9571,86.6367,20.1661,-3.1886
2/2/2018 9:00,300.1048,76.7964,4.4786,5.29
2/2/2018 10:00,506.7417,68.1805,2.7023,7.8626
2/2/2018 11:00,481.2163,61.4883,2.0945,6.28
2/2/2018 12:00,633.2239,57.4473,1.855,8.6209
2/2/2018 13:00,304.5471,56.6436,1.8147,9.6922
2/2/2018 14:00,159.9614,59.2109,1.9512,9.7473
2/2/2018 15:00,202.44,64.7426,2.3474,10.9995
2/2/2018 16:00,124.2,72.5398,3.3678,10.4335
2/2/2018 17:00,93.028,81.887,7.577,8.9103
2/3/2018 8:00,40.9929,86.453,20.2877,7.0627
2/3/2018 9:00,215.9915,76.5922,4.4099,8.4803
2/3/2018 10:00,369.8119,67.9483,2.6753,9.7408
2/3/2018 11:00,519.7394,61.2272,2.0772,11.3882
2/3/2018 12:00,631.3991,57.1629,1.8407,11.0895
2/3/2018 13:00,432.0964,56.3492,1.8008,10.7627
2/3/2018 14:00,286.9562,58.9226,1.9349,11.2615
2/3/2018 15:00,532.326,64.4719,2.3242,12.9962
2/3/2018 16:00,255.2875,72.2912,3.3214,11.6035
2/3/2018 17:00,65.9188,81.661,7.3539,10.484
2/4/2018 8:00,8.0499,86.264,19.2914,-8.573
2/4/2018 9:00,32.1181,76.3826,4.3415,-9.6133
2/4/2018 10:00,66.9765,67.7107,2.6482,-10.2115
2/4/2018 11:00,135.0774,60.9608,2.0598,-10.239
2/4/2018 12:00,203.4734,56.8733,1.8266,-9.638
2/4/2018 13:00,207.8306,56.0502,1.7869,-8.6917
2/4/2018 14:00,267.8318,58.6307,1.9188,-7.3676
2/4/2018 15:00,260.8903,64.1988,2.3013,-5.9033
2/4/2018 16:00,176.8757,72.0409,3.2761,-5.6157
2/4/2018 17:00,150.9272,81.4338,7.1427,-4.6041
2/5/2018 8:00,36.1425,86.0699,18.2716,5.29
2/5/2018 9:00,204.2601,76.1676,4.2736,4.9018
2/5/2018 10:00,400.4743,67.4677,2.621,7.3775
2/5/2018 11:00,552.7606,60.689,2.0425,8.5554
2/5/2018 12:00,625.3046,56.5788,1.8124,9.3335
2/5/2018 13:00,660.6105,55.7468,1.773,9.0155
2/5/2018 14:00,605.1119,58.3353,1.9028,9.3331
2/5/2018 15:00,379.5115,63.9231,2.2787,3.8525
2/5/2018 16:00,124.8652,71.7889,3.2318,2.1473
2/5/2018 17:00,48.699,81.2054,6.9425,1.4512
2/6/2018 8:00,23.4002,85.8707,17.2526,-6.4937
2/6/2018 9:00,110.9294,75.9474,4.2063,-5.6096
2/6/2018 10:00,379.6978,67.2195,2.594,-0.4093
2/6/2018 11:00,294.9613,60.4121,2.0251,2.4411
2/6/2018 12:00,517.2902,56.2793,1.7982,4.5737
2/6/2018 13:00,689.0618,55.4392,1.7593,7.6286
2/6/2018 14:00,529.0353,58.0366,1.887,8.1432
2/6/2018 15:00,596.3867,63.6451,2.2563,8.3558
2/6/2018 16:00,393.4297,71.5354,3.1885,7.8086
2/6/2018 17:00,138.1919,80.9759,6.7525,6.3975
2/7/2018 8:00,61.4115,85.6664,16.2564,-0.3468
2/7/2018 9:00,233.8066,75.722,4.1396,3.695
2/7/2018 10:00,400.3647,66.9662,2.5669,7.005
2/7/2018 11:00,494.5752,60.1301,2.0078,8.5944
2/7/2018 12:00,588.8852,55.975,1.7841,9.7218
2/7/2018 13:00,654.3161,55.1274,1.7456,11.4732
2/7/2018 14:00,567.2017,57.7347,1.8713,11.3475
2/7/2018 15:00,373.7672,63.3649,2.2343,11.2918
2/7/2018 16:00,154.9559,71.2805,3.1462,9.915
2/7/2018 17:00,115.9717,80.7455,6.5722,10.4738
2/8/2018 8:00,45.8499,85.4572,15.3003,7.588
2/8/2018 9:00,209.1669,75.4915,4.0735,8.5746
2/8/2018 10:00,312.5286,66.7078,2.54,9.6357
2/8/2018 11:00,372.6155,59.8431,1.9905,11.1513
2/8/2018 12:00,486.7114,55.666,1.7701,12.822
2/8/2018 13:00,479.2955,54.8115,1.732,13.7982
2/8/2018 14:00,368.1098,57.4297,1.8557,13.4553
2/8/2018 15:00,322.7376,63.0826,2.2127,14.1602
2/8/2018 16:00,249.7796,71.0243,3.1049,14.1057
2/8/2018 17:00,80.2627,80.5141,6.4008,12.5805
2/9/2018 8:00,13.3093,85.2432,14.3961,-3.5529
2/9/2018 9:00,54.129,75.2561,4.0083,-3.7981
2/9/2018 10:00,106.2851,66.4444,2.5131,-3.6557
2/9/2018 11:00,187.8512,59.5513,1.9733,-2.9894
2/9/2018 12:00,332.1227,55.3524,1.7561,-2.7092
2/9/2018 13:00,703.4434,54.4916,1.7185,0.0116
2/9/2018 14:00,642.3718,57.1216,1.8403,1.4944
2/9/2018 15:00,504.517,62.7983,2.1913,2.3993
2/9/2018 16:00,335.3498,70.7669,3.0645,1.7022
2/9/2018 17:00,22.6509,80.282,6.2377,-4.4548
2/10/2018 8:00,7.9121,85.0326,13.6954,-11.0395
2/10/2018 9:00,23.7123,75.0158,3.9439,-10.9733
2/10/2018 10:00,86.6918,66.1763,2.4864,-10.4623
2/10/2018 11:00,126.6914,59.2547,1.9562,-10.1882
2/10/2018 12:00,98.4486,55.0344,1.7422,-10.181
2/10/2018 13:00,160.6408,54.168,1.7051,-9.5882
2/10/2018 14:00,219.4974,56.8108,1.8251,-8.7028
2/10/2018 15:00,181.6889,62.5122,2.1703,-9.3175
2/10/2018 16:00,113.8311,70.5084,3.025,-10.3072
2/10/2018 17:00,46.1757,80.0492,6.0826,-10.3778
2/11/2018 8:00,76.7032,84.8167,13.035,-3.872
2/11/2018 9:00,275.4674,74.7707,3.8803,-2.0073
2/11/2018 10:00,462.6478,65.9034,2.4599,0.4528
2/11/2018 11:00,601.1866,58.9535,1.9391,3.3224
2/11/2018 12:00,682.9862,54.712,1.7284,3.9543
2/11/2018 13:00,693.3024,53.8406,1.6918,4.9953
2/11/2018 14:00,648.4122,56.4972,1.81,5.2168
2/11/2018 15:00,496.945,62.2242,2.1496,5.7488
2/11/2018 16:00,348.3182,70.2489,2.9864,6.0117
2/11/2018 17:00,162.2252,79.8158,5.9347,4.2087
2/12/2018 8:00,5.1737,84.5957,12.4142,-8.9715
2/12/2018 9:00,24.386,74.5209,3.8177,-9.337
2/12/2018 10:00,48.4312,65.626,2.4335,-9.7707
2/12/2018 11:00,64.9161,58.6477,1.9222,-9.9667
2/12/2018 12:00,122.6339,54.3853,1.7147,-9.7828
2/12/2018 13:00,128.0967,53.5096,1.6786,-9.4265
2/12/2018 14:00,128.2178,56.1809,1.7952,-9.0263
2/12/2018 15:00,109.3198,61.9347,2.1292,-9.023
2/12/2018 16:00,77.4849,69.9885,2.9488,-9.2068
2/12/2018 17:00,32.6527,79.5818,5.7938,-9.2005
2/13/2018 8:00,82.1087,84.3696,11.8316,-0.185
2/13/2018 9:00,272.1553,74.2666,3.7561,2.8254
2/13/2018 10:00,451.2643,65.344,2.4073,6.1096
2/13/2018 11:00,587.8586,58.3376,1.9053,9.012
2/13/2018 12:00,666.2804,54.0545,1.7011,10.6583
2/13/2018 13:00,681.3035,53.1751,1.6655,11.81
2/13/2018 14:00,628.8054,55.8622,1.7805,12.5093
2/13/2018 15:00,518.3074,61.6436,2.1091,12.8845
2/13/2018 16:00,358.0774,69.7273,2.9121,13.0005
2/13/2018 17:00,171.9519,79.3475,5.6593,12.5765
2/14/2018 8:00,20.2239,84.1385,11.2857,7.9669
2/14/2018 9:00,134.5765,74.0078,3.6954,9.2518
2/14/2018 10:00,439.9604,65.0576,2.3813,12.189
2/14/2018 11:00,496.4595,58.0231,1.8886,13.337
2/14/2018 12:00,631.2148,53.7197,1.6876,14.6693
2/14/2018 13:00,686.0162,52.8373,1.6526,15.8738
2/14/2018 14:00,601.4605,55.5411,1.766,16.6952
2/14/2018 15:00,520.1404,61.3511,2.0894,16.7622
2/14/2018 16:00,304.0936,69.4654,2.8762,15.9792
2/14/2018 17:00,98.6874,79.1128,5.531,13.9565
2/15/2018 8:00,88.1743,83.9026,10.7747,0.1718
2/15/2018 9:00,263.5956,73.7447,3.6358,1.9497
