date,GHI,Avg Zenith Angle [degrees],Avg Airmass,Avg Tower Dry Bulb Temp [deg C]
6/19/2018 14:00,895.8292,24.8886,1.1036,23.0593
6/19/2018 15:00,830.1672,35.2397,1.2273,23.1895
6/19/2018 16:00,712.9695,46.5429,1.46,21.9732
6/19/2018 17:00,175.1491,58.0399,1.9039,19.8995
6/20/2018 8:00,467.9381,58.6991,1.9404,15.439
6/20/2018 9:00,630.7798,47.2031,1.4782,16.4497
6/20/2018 10:00,819.2288,35.874,1.2371,18.0765
6/20/2018 11:00,883.1185,25.4286,1.1086,19.0577
6/20/2018 12:00,902.803,17.9608,1.0512,20.5558
6/20/2018 13:00,1029.3591,17.694,1.0495,21.7957
6/20/2018 14:00,850.6619,24.8492,1.1032,22.3013
6/20/2018 15:00,848.3922,35.1954,1.2266,22.9978
6/20/2018 16:00,554.9199,46.4974,1.4587,22.7342
6/20/2018 17:00,225.4701,57.9947,1.9014,21.4657
6/21/2018 8:00,509.033,58.7395,1.9427,18.0465
6/21/2018 9:00,690.2853,47.2437,1.4794,19.5395
6/21/2018 10:00,842.3345,35.9131,1.2377,20.636
6/21/2018 11:00,943.3039,25.4622,1.1089,22.5413
6/21/2018 12:00,1002.432,17.9765,1.0513,23.9805
6/21/2018 13:00,1002.2944,17.6784,1.0494,25.3358
6/21/2018 14:00,746.0292,24.815,1.1029,25.7445
6/21/2018 15:00,432.3739,35.1553,1.226,25.9303
6/21/2018 16:00,381.6237,46.4559,1.4576,25.1123
6/21/2018 17:00,548.1469,57.9533,1.8992,25.34
6/22/2018 8:00,361.8712,58.7834,1.9452,20.8403
6/22/2018 9:00,80.105,47.2879,1.4806,20.5228
6/22/2018 10:00,154.7011,35.9562,1.2384,20.4305
6/22/2018 11:00,303.7828,25.5006,1.1092,21.8598
6/22/2018 12:00,1067.8967,17.9986,1.0514,25.4653
6/22/2018 13:00,759.1521,17.6695,1.0494,27.9505
6/22/2018 14:00,532.0562,24.786,1.1027,28.2457
6/22/2018 15:00,136.7743,35.1196,1.2254,25.824
6/22/2018 16:00,393.5923,46.4184,1.4566,25.8163
6/22/2018 17:00,87.6906,57.916,1.8972,24.26
6/23/2018 8:00,427.3513,58.831,1.9479,20.035
6/23/2018 9:00,590.4855,47.3357,1.482,22.0505
6/23/2018 10:00,603.036,36.0032,1.2391,23.4905
6/23/2018 11:00,954.2829,25.5437,1.1096,25.1062
6/23/2018 12:00,957.6979,18.027,1.0516,25.7432
6/23/2018 13:00,963.259,17.6673,1.0493,27.1533
6/23/2018 14:00,965.6929,24.7624,1.1024,27.5318
6/23/2018 15:00,872.5412,35.0883,1.2249,28.7635
6/23/2018 16:00,704.2664,46.3849,1.4557,28.8525
6/23/2018 17:00,328.6341,57.8828,1.8954,28.3885
6/24/2018 8:00,427.4418,58.882,1.9508,15.999
6/24/2018 9:00,605.4767,47.3869,1.4834,17.186
6/24/2018 10:00,843.3122,36.0539,1.2399,18.8898
6/24/2018 11:00,180.5225,25.5915,1.1101,17.616
6/24/2018 12:00,111.2708,18.0618,1.0518,16.4653
6/24/2018 13:00,392.4248,17.6718,1.0494,13.3225
6/24/2018 14:00,117.917,24.7441,1.1023,13.4128
6/24/2018 15:00,164.7173,35.0615,1.2245,12.7318
6/24/2018 16:00,628.7244,46.3556,1.4549,15.2447
6/24/2018 17:00,489.1331,57.8537,1.8939,17.3743
6/25/2018 8:00,504.2957,58.9364,1.9539,17.6743
6/25/2018 9:00,691.9725,47.4415,1.485,19.424
6/25/2018 10:00,846.4807,36.1083,1.2408,20.0545
6/25/2018 11:00,957.8075,25.6439,1.1106,21.2007
6/25/2018 12:00,1013.0916,18.1028,1.052,22.6248
6/25/2018 13:00,1015.2133,17.683,1.0494,23.9843
6/25/2018 14:00,958.2564,24.7312,1.1022,25.0547
6/25/2018 15:00,847.3643,35.0392,1.2242,25.9827
6/25/2018 16:00,700.6136,46.3305,1.4542,26.5968
6/25/2018 17:00,515.9929,57.8287,1.8925,26.6083
6/26/2018 8:00,520.048,58.9942,1.9573,24.1748
6/26/2018 9:00,701.9657,47.4995,1.4867,28.3003
6/26/2018 10:00,852.186,36.1664,1.2417,29.8222
6/26/2018 11:00,965.0125,25.7009,1.1111,30.957
6/26/2018 12:00,1024.4068,18.15,1.0523,32.264
6/26/2018 13:00,1027.6892,17.7009,1.0495,33.4148
6/26/2018 14:00,975.9063,24.7239,1.1021,34.1632
6/26/2018 15:00,752.0016,35.0215,1.2239,34.3613
6/26/2018 16:00,239.9409,46.3097,1.4536,32.5908
6/26/2018 17:00,392.2764,57.8081,1.8914,32.7053
6/27/2018 8:00,495.7756,59.0553,1.9608,26.6345
6/27/2018 9:00,686.6881,47.5607,1.4884,30.3828
6/27/2018 10:00,848.5398,36.228,1.2427,31.8613
6/27/2018 11:00,965.9352,25.7623,1.1117,32.8962
6/27/2018 12:00,1051.1127,18.2034,1.0526,34.884
6/27/2018 13:00,804.1738,17.7257,1.0497,35.1552
6/27/2018 14:00,281.834,24.722,1.1021,33.537
6/27/2018 15:00,366.8381,35.0084,1.2237,33.7942
6/27/2018 16:00,329.2079,46.2932,1.4532,33.135
6/27/2018 17:00,164.3857,57.7917,1.8906,32.1428
6/28/2018 8:00,510.9982,59.1196,1.9646,27.6318
6/28/2018 9:00,694.7451,47.6251,1.4903,30.8718
6/28/2018 10:00,790.0923,36.2931,1.2438,32.7975
6/28/2018 11:00,793.4925,25.8282,1.1123,34.1163
6/28/2018 12:00,1152.022,18.2629,1.053,36.2443
6/28/2018 13:00,852.8779,17.7571,1.0499,35.9105
6/28/2018 14:00,875.1142,24.7258,1.1021,37.1455
6/28/2018 15:00,607.5239,35.0001,1.2236,36.0908
6/28/2018 16:00,406.6741,46.281,1.4529,34.89
6/28/2018 17:00,171.1785,57.7797,1.8899,33.8328
6/29/2018 8:00,330.6947,59.1871,1.9685,23.8825
6/29/2018 9:00,705.7009,47.6927,1.4922,27.3995
6/29/2018 10:00,852.3778,36.3617,1.2449,30.083
6/29/2018 11:00,955.396,25.8983,1.113,30.8863
6/29/2018 12:00,1014.3599,18.3284,1.0534,31.4047
6/29/2018 13:00,1013.9375,17.7954,1.0501,32.2108
6/29/2018 14:00,683.6909,24.7353,1.1022,31.9462
6/29/2018 15:00,503.5309,34.9966,1.2235,31.5395
6/29/2018 16:00,295.4555,46.2734,1.4527,30.8708
6/29/2018 17:00,162.937,57.7721,1.8895,29.2918
6/30/2018 8:00,430.5001,59.2576,1.9727,15.9762
6/30/2018 9:00,679.967,47.7633,1.4943,17.5343
6/30/2018 10:00,836.6479,36.4336,1.246,18.5897
6/30/2018 11:00,806.9589,25.9728,1.1137,19.679
6/30/2018 12:00,1009.734,18.3999,1.0538,21.1935
6/30/2018 13:00,538.2552,17.8404,1.0503,20.3028
6/30/2018 14:00,136.0565,24.7505,1.1023,18.9573
6/30/2018 15:00,136.3757,34.998,1.2236,19.248
6/30/2018 16:00,184.1484,46.2702,1.4526,19.0815
6/30/2018 17:00,57.5755,57.769,1.8894,14.6067
7/1/2018 8:00,498.4114,59.3312,1.977,17.3257
7/1/2018 9:00,691.9682,47.8369,1.4964,19.3628
7/1/2018 10:00,850.4018,36.5089,1.2472,21.3225
7/1/2018 11:00,956.006,26.0515,1.1144,23.2095
7/1/2018 12:00,1010.1101,18.4774,1.0543,24.9502
7/1/2018 13:00,1009.3201,17.8923,1.0506,26.7477
7/1/2018 14:00,959.0646,24.7715,1.1025,28.111
7/1/2018 15:00,850.3685,35.0043,1.2236,28.9358
7/1/2018 16:00,699.5533,46.2716,1.4526,29.484
7/1/2018 17:00,516.8762,57.7704,1.8895,29.5558
7/2/2018 8:00,505.3246,59.4078,1.9816,23.3382
7/2/2018 9:00,693.7508,47.9135,1.4986,25.6203
7/2/2018 10:00,807.5848,36.5874,1.2485,26.8842
7/2/2018 11:00,928.9042,26.1344,1.1152,27.8452
7/2/2018 12:00,977.6717,18.5607,1.0548,29.8463
7/2/2018 13:00,989.3383,17.9509,1.051,31.293
7/2/2018 14:00,941.0737,24.7984,1.1027,32.0757
7/2/2018 15:00,792.6201,35.0155,1.2238,32.6507
7/2/2018 16:00,573.3893,46.2777,1.4528,32.6837
7/2/2018 17:00,203.8182,57.7764,1.8898,30.4107
7/3/2018 8:00,496.4119,59.4872,1.9863,24.464
7/3/2018 9:00,686.2217,47.993,1.501,26.8403
7/3/2018 10:00,852.3365,36.6691,1.2499,29.098
7/3/2018 11:00,825.933,26.2214,1.116,30.8227
7/3/2018 12:00,552.8367,18.6498,1.0554,31.4713
7/3/2018 13:00,234.8235,18.0163,1.0514,30.599
7/3/2018 14:00,324.9829,24.8311,1.103,30.918
7/3/2018 15:00,662.5958,35.0319,1.224,31.4177
7/3/2018 16:00,299.0872,46.2884,1.4531,30.4493
7/3/2018 17:00,272.2677,57.7871,1.8904,29.6767
7/4/2018 8:00,397.0895,59.5695,1.9913,22.4953
7/4/2018 9:00,581.7615,48.0753,1.5034,24.7157
7/4/2018 10:00,746.3962,36.754,1.2512,26.1958
7/4/2018 11:00,224.7374,26.3124,1.1169,26.3637
7/4/2018 12:00,907.004,18.7448,1.056,27.3937
7/4/2018 13:00,776.1372,18.0885,1.0518,29.0742
7/4/2018 14:00,981.7303,24.8698,1.1033,30.8252
7/4/2018 15:00,738.2428,35.0533,1.2244,31.425
7/4/2018 16:00,709.9739,46.3039,1.4535,31.2042
7/4/2018 17:00,86.7062,57.8024,1.8912,28.2203
7/5/2018 8:00,426.189,59.6546,1.9964,21.2572
7/5/2018 9:00,636.219,48.1604,1.5059,22.1655
7/5/2018 10:00,706.036,36.842,1.2527,22.6503
7/5/2018 11:00,825.2776,26.4075,1.1178,23.838
7/5/2018 12:00,926.1515,18.8454,1.0566,25.0513
7/5/2018 13:00,888.7991,18.1675,1.0523,26.4317
7/5/2018 14:00,122.1117,24.9145,1.1037,25.3647
7/5/2018 15:00,22.4411,35.08,1.2248,24.2273
7/5/2018 16:00,18.0201,46.3242,1.454,21.44
7/5/2018 17:00,75.8385,57.8224,1.8923,20.9562
7/6/2018 8:00,470.3838,59.7424,2.0018,19.9058
7/6/2018 9:00,651.8526,48.2482,1.5085,22.158
7/6/2018 10:00,808.0178,36.9331,1.2542,23.4587
7/6/2018 11:00,923.7167,26.5065,1.1188,25.02
7/6/2018 12:00,984.657,18.9517,1.0573,26.5308
7/6/2018 13:00,986.6449,18.2533,1.0528,27.8733
7/6/2018 14:00,943.9108,24.9652,1.1042,29.1518
7/6/2018 15:00,481.8034,35.1119,1.2252,29.0172
7/6/2018 16:00,680.8894,46.3493,1.4547,30.0293
7/6/2018 17:00,331.3476,57.8473,1.8936,29.8347
7/7/2018 8:00,464.6141,59.8329,2.0073,25.3075
7/7/2018 9:00,646.6467,48.3387,1.5112,27.2297
7/7/2018 10:00,802.9707,37.0271,1.2557,29.2827
7/7/2018 11:00,919.6709,26.6094,1.1198,30.7125
7/7/2018 12:00,982.9509,19.0636,1.058,32.0725
7/7/2018 13:00,979.0613,18.3458,1.0533,33.5205
7/7/2018 14:00,959.0056,25.0221,1.1047,34.1442
7/7/2018 15:00,828.0695,35.149,1.2258,34.59
7/7/2018 16:00,432.4076,46.3794,1.4555,33.296
7/7/2018 17:00,215.9406,57.8769,1.8952,30.7593
7/8/2018 8:00,458.0332,59.9259,2.0131,27.403
7/8/2018 9:00,647.3124,48.4317,1.514,28.2337
7/8/2018 10:00,802.7349,37.1241,1.2574,29.8888
7/8/2018 11:00,920.4067,26.7162,1.1209,31.2902
7/8/2018 12:00,983.2454,19.181,1.0587,32.4203
7/8/2018 13:00,987.1763,18.445,1.0539,33.2895
7/8/2018 14:00,935.1241,25.0851,1.1052,33.6692
7/8/2018 15:00,831.2019,35.1916,1.2264,33.9792
7/8/2018 16:00,664.8866,46.4145,1.4564,33.6942
7/8/2018 17:00,278.4681,57.9115,1.8971,32.1508
7/9/2018 8:00,468.7914,60.0214,2.019,25.0922
7/9/2018 9:00,654.5547,48.5273,1.5169,27.1325
7/9/2018 10:00,815.434,37.2239,1.259,28.0103
7/9/2018 11:00,930.0374,26.8268,1.1219,29.1967
7/9/2018 12:00,1000.5148,19.3039,1.0595,30.6145
7/9/2018 13:00,1003.0779,18.551,1.0546,31.459
7/9/2018 14:00,930.1693,25.1543,1.1058,31.7945
7/9/2018 15:00,848.1959,35.2396,1.2271,32.4852
7/9/2018 16:00,690.8516,46.4546,1.4575,32.698
7/9/2018 17:00,512.3837,57.951,1.8992,32.4152
7/10/2018 8:00,474.6958,60.1194,2.0251,24.3665
7/10/2018 9:00,661.7401,48.6253,1.5199,26.1392
7/10/2018 10:00,818.0552,37.3266,1.2608,28.0505
7/10/2018 11:00,931.2811,26.9411,1.1231,29.1812
7/10/2018 12:00,993.3409,19.4322,1.0604,30.9772
7/10/2018 13:00,997.1865,18.6636,1.0553,32.7838
7/10/2018 14:00,954.6402,25.2298,1.1065,33.7982
7/10/2018 15:00,846.8523,35.2931,1.228,34.6568
7/10/2018 16:00,686.5442,46.4998,1.4587,34.4643
7/10/2018 17:00,497.0677,57.9955,1.9016,33.9517
7/11/2018 8:00,473.3095,60.2197,2.0314,25.048
7/11/2018 9:00,663.8162,48.7258,1.5229,27.9635
7/11/2018 10:00,827.2008,37.432,1.2625,29.074
7/11/2018 11:00,941.5405,27.0592,1.1243,30.2298
7/11/2018 12:00,998.4778,19.5659,1.0612,31.1708
7/11/2018 13:00,999.6203,18.7829,1.056,31.7885
7/11/2018 14:00,946.2064,25.3115,1.1073,32.429
7/11/2018 15:00,839.118,35.3522,1.2288,32.7815
7/11/2018 16:00,695.2594,46.5503,1.4601,32.9377
7/11/2018 17:00,544.557,58.0451,1.9043,32.3463
7/12/2018 8:00,454.115,60.3223,2.038,21.2527
7/12/2018 9:00,640.1302,48.8285,1.5261,22.5807
7/12/2018 10:00,794.4473,37.5402,1.2644,23.9945
7/12/2018 11:00,913.9897,27.1808,1.1255,25.45
7/12/2018 12:00,881.9672,19.7048,1.0621,26.4707
7/12/2018 13:00,757.2431,18.9088,1.0568,27.4793
7/12/2018 14:00,230.7817,25.3996,1.108,24.1933
7/12/2018 15:00,332.3639,35.4169,1.2298,23.1648
7/12/2018 16:00,266.2346,46.6059,1.4616,24.4185
7/12/2018 17:00,278.0811,58.0997,1.9073,23.8087
7/13/2018 8:00,464.1345,60.4271,2.0447,23.4035
7/13/2018 9:00,649.7213,48.9335,1.5293,24.1938
7/13/2018 10:00,805.5055,37.6509,1.2663,25.2723
7/13/2018 11:00,917.9478,27.306,1.1267,26.2815
7/13/2018 12:00,975.3392,19.849,1.0631,27.3413
7/13/2018 13:00,1010.3586,19.0414,1.0576,28.2012
7/13/2018 14:00,647.4812,25.494,1.1089,28.0465
7/13/2018 15:00,881.0026,35.4873,1.2309,29.8073
7/13/2018 16:00,665.2581,46.6668,1.4633,29.7502
7/13/2018 17:00,501.0018,58.1595,1.9105,29.5015
7/14/2018 8:00,469.9126,60.534,2.0516,23.0503
7/14/2018 9:00,658.5502,49.0407,1.5327,24.7727
7/14/2018 10:00,841.924,37.7643,1.2682,26.8835
7/14/2018 11:00,930.6699,27.4348,1.128,28.0655
7/14/2018 12:00,983.9569,19.9983,1.0641,28.6655
7/14/2018 13:00,992.5721,19.1804,1.0585,30.428
7/14/2018 14:00,935.0255,25.5948,1.1098,32.1047
7/14/2018 15:00,835.5273,35.5634,1.2321,32.9528
7/14/2018 16:00,684.5946,46.7331,1.4651,33.1453
7/14/2018 17:00,481.8641,58.2246,1.9141,32.5747
7/15/2018 8:00,273.6461,60.643,2.0586,19.9508
7/15/2018 9:00,247.051,49.15,1.5361,19.6885
7/15/2018 10:00,93.9831,37.8802,1.2702,18.9098
7/15/2018 11:00,82.8696,27.567,1.1294,18.0012
7/15/2018 12:00,138.7153,20.1527,1.0652,17.7342
7/15/2018 13:00,63.4341,19.326,1.0594,17.3643
7/15/2018 14:00,72.0753,25.7021,1.1108,16.351
7/15/2018 15:00,150.926,35.6454,1.2333,16.7082
7/15/2018 16:00,80.6182,46.8049,1.467,16.9972
7/15/2018 17:00,20.9009,58.2948,1.918,15.728
7/16/2018 8:00,469.8269,60.7539,2.0659,17.6375
7/16/2018 9:00,658.843,49.2613,1.5396,19.2173
7/16/2018 10:00,812.549,37.9985,1.2723,21.4508
7/16/2018 11:00,928.7971,27.7026,1.1308,23.4502
7/16/2018 12:00,989.6135,20.3122,1.0662,24.5157
7/16/2018 13:00,985.092,19.4781,1.0604,26.1617
7/16/2018 14:00,859.2896,25.8158,1.1119,27.1343
7/16/2018 15:00,833.8376,35.7332,1.2347,28.3917
7/16/2018 16:00,687.0573,46.882,1.4692,29.1775
7/16/2018 17:00,259.734,58.3704,1.9222,28.155
7/17/2018 8:00,162.211,60.8667,2.0734,17.4605
7/17/2018 9:00,364.6662,49.3747,1.5432,18.3575
7/17/2018 10:00,769.2589,38.1193,1.2744,20.9813
7/17/2018 11:00,896.4026,27.8416,1.1322,22.969
7/17/2018 12:00,992.3032,20.4766,1.0674,24.7462
7/17/2018 13:00,1049.449,19.6366,1.0615,26.7685
7/17/2018 14:00,939.4864,25.936,1.113,27.5845
7/17/2018 15:00,276.4697,35.8269,1.2361,25.909
7/17/2018 16:00,684.8231,46.9647,1.4715,26.7603
7/17/2018 17:00,528.5519,58.4514,1.9267,27.27
7/18/2018 8:00,420.3366,60.9814,2.081,22.3992
7/18/2018 9:00,639.9663,49.49,1.5468,24.236
7/18/2018 10:00,762.2114,38.2424,1.2765,26.9198
7/18/2018 11:00,856.6114,27.984,1.1337,29.8652
7/18/2018 12:00,932.5182,20.6459,1.0686,30.8463
7/18/2018 13:00,984.7311,19.8015,1.0626,32.0782
7/18/2018 14:00,1017.813,26.0626,1.1142,32.8783
7/18/2018 15:00,873.1024,35.9265,1.2377,32.2958
7/18/2018 16:00,643.4184,47.0529,1.4739,32.2142
7/18/2018 17:00,434.3038,58.5377,1.9315,32.0745
7/19/2018 8:00,285.9367,61.0978,2.0888,24.3668
7/19/2018 9:00,538.1642,49.6072,1.5506,27.5578
7/19/2018 10:00,720.0749,38.3679,1.2787,30.7885
7/19/2018 11:00,888.9747,28.1297,1.1353,30.9612
7/19/2018 12:00,985.4324,20.82,1.0698,32.3043
7/19/2018 13:00,976.1219,19.9726,1.0637,33.3735
7/19/2018 14:00,882.1467,26.1958,1.1154,33.7792
7/19/2018 15:00,726.5092,36.0321,1.2393,34.086
7/19/2018 16:00,673.0483,47.1467,1.4765,34.3608
7/19/2018 17:00,187.2858,58.6293,1.9367,32.5488
7/20/2018 8:00,231.6264,61.216,2.0968,24.1077
7/20/2018 9:00,445.9833,49.7262,1.5544,25.9828
7/20/2018 10:00,650.0565,38.4957,1.281,28.5507
7/20/2018 11:00,856.1057,28.2786,1.1368,31.8492
7/20/2018 12:00,995.4118,20.999,1.0711,32.8823
7/20/2018 13:00,926.0214,20.1501,1.0649,32.784
7/20/2018 14:00,665.6385,26.3353,1.1168,32.3217
7/20/2018 15:00,762.9915,36.1437,1.2411,32.926
7/20/2018 16:00,308.1687,47.2461,1.4793,31.4535
7/20/2018 17:00,186.8248,58.7264,1.9422,31.2267
7/21/2018 8:00,407.3869,61.3358,2.105,24.3022
7/21/2018 9:00,509.4539,49.8471,1.5583,25.3195
7/21/2018 10:00,759.8692,38.6259,1.2833,27.9328
7/21/2018 11:00,893.0284,28.4309,1.1385,29.1942
7/21/2018 12:00,826.9046,21.1828,1.0724,30.3107
7/21/2018 13:00,510.3077,20.3337,1.0662,30.208
7/21/2018 14:00,607.3587,26.4814,1.1182,31.2622
7/21/2018 15:00,44.1333,36.2613,1.243,27.2987
7/21/2018 16:00,60.9103,47.3511,1.4823,22.5533
7/21/2018 17:00,108.5308,58.8289,1.948,22.9093
7/22/2018 8:00,394.1367,61.4573,2.1134,28.0868
7/22/2018 9:00,415.5813,49.9698,1.5624,28.4828
7/22/2018 10:00,519.3351,38.7583,1.2857,29.6167
7/22/2018 11:00,516.0261,28.5864,1.1401,29.6998
7/22/2018 12:00,861.8874,21.3712,1.0737,31.4902
7/22/2018 13:00,443.5869,20.5235,1.0675,31.417
7/22/2018 14:00,166.1741,26.6338,1.1197,26.4227
7/22/2018 15:00,220.2772,36.3848,1.2449,23.6393
7/22/2018 16:00,455.0245,47.4617,1.4854,25.2458
7/22/2018 17:00,141.2475,58.9368,1.9542,23.4275
7/23/2018 8:00,426.9305,61.5804,2.122,20.168
7/23/2018 9:00,605.5758,50.0942,1.5664,21.6673
7/23/2018 10:00,754.2669,38.893,1.2882,22.9058
7/23/2018 11:00,519.5162,28.7451,1.1418,22.9408
7/23/2018 12:00,527.0969,21.5643,1.0752,23.0832
7/23/2018 13:00,178.5865,20.7193,1.0688,22.4053
7/23/2018 14:00,82.2554,26.7927,1.1212,21.4257
7/23/2018 15:00,94.894,36.5144,1.247,19.744
7/23/2018 16:00,101.4504,47.5779,1.4887,18.6305
7/23/2018 17:00,134.5092,59.0501,1.9608,17.7905
7/24/2018 8:00,439.4719,61.705,2.1307,19.5413
7/24/2018 9:00,625.3993,50.2204,1.5706,21.246
7/24/2018 10:00,786.4063,39.0299,1.2907,22.8777
7/24/2018 11:00,896.2435,28.907,1.1436,24.7128
7/24/2018 12:00,958.2538,21.762,1.0766,25.854
7/24/2018 13:00,977.3305,20.9211,1.0703,27.1502
7/24/2018 14:00,917.3602,26.9579,1.1228,28.2168
7/24/2018 15:00,877.3264,36.6499,1.2492,29.3037
7/24/2018 16:00,317.0293,47.6998,1.4922,28.212
7/24/2018 17:00,91.5333,59.1688,1.9677,27.2783
7/25/2018 8:00,474.2277,61.8312,2.1397,24.6043
7/25/2018 9:00,500.8561,50.3483,1.5749,22.2938
7/25/2018 10:00,315.5958,39.1691,1.2932,21.6752
7/25/2018 11:00,896.4127,29.0722,1.1454,24.0615
7/25/2018 12:00,961.4579,21.9643,1.0781,25.1377
7/25/2018 13:00,599.4709,21.1288,1.0718,24.7137
7/25/2018 14:00,418.1237,27.1295,1.1246,24.7305
7/25/2018 15:00,106.1405,36.7914,1.2515,22.9437
7/25/2018 16:00,257.4997,47.8272,1.4959,23.258
7/25/2018 17:00,269.6135,59.2929,1.975,23.764
7/26/2018 8:00,419.5456,61.9589,2.1489,17.0015
7/26/2018 9:00,596.1521,50.478,1.5793,18.7552
7/26/2018 10:00,712.547,39.3105,1.2958,20.225
7/26/2018 11:00,953.1194,29.2405,1.1473,21.9563
7/26/2018 12:00,721.3965,22.1711,1.0797,22.4937
7/26/2018 13:00,203.7374,21.3423,1.0733,21.6417
7/26/2018 14:00,787.8287,27.3073,1.1263,23.246
7/26/2018 15:00,836.6941,36.9389,1.2539,24.7905
7/26/2018 16:00,556.517,47.9602,1.4998,24.9507
7/26/2018 17:00,403.4148,59.4224,1.9827,25.121
7/27/2018 8:00,222.3726,62.0881,2.1582,16.423
7/27/2018 9:00,550.8851,50.6093,1.5837,18.667
7/27/2018 10:00,619.0576,39.4542,1.2985,20.122
7/27/2018 11:00,941.6709,29.4121,1.1492,23.5185
7/27/2018 12:00,985.9554,22.3824,1.0813,26.444
7/27/2018 13:00,937.5946,21.5616,1.0749,26.7473
7/27/2018 14:00,799.419,27.4914,1.1282,24.5403
7/27/2018 15:00,590.5582,37.0923,1.2565,22.6368
7/27/2018 16:00,323.0457,48.0988,1.5039,21.6617
7/27/2018 17:00,90.2322,59.5572,1.9908,21.2525
7/28/2018 8:00,259.6567,62.2187,2.1678,16.5463
7/28/2018 9:00,528.0975,50.7423,1.5882,19.1055
7/28/2018 10:00,763.088,39.6001,1.3012,20.9242
7/28/2018 11:00,886.9898,29.5869,1.1512,22.2783
7/28/2018 12:00,739.2384,22.5982,1.083,23.117
7/28/2018 13:00,589.5939,21.7866,1.0766,21.4155
7/28/2018 14:00,267.591,27.6816,1.1302,21.996
7/28/2018 15:00,200.5932,37.2516,1.2591,21.9855
7/28/2018 16:00,198.8977,48.243,1.5081,22.6753
7/28/2018 17:00,149.0848,59.6973,1.9993,23.501
7/29/2018 8:00,346.2298,62.3508,2.1775,15.4157
7/29/2018 9:00,576.0868,50.8771,1.5929,17.3515
7/29/2018 10:00,494.942,39.7483,1.304,17.9363
7/29/2018 11:00,563.9434,29.7648,1.1532,18.8543
7/29/2018 12:00,795.3063,22.8183,1.0848,19.6615
7/29/2018 13:00,864.061,22.0172,1.0783,20.9422
7/29/2018 14:00,726.1123,27.878,1.1322,21.859
7/29/2018 15:00,744.0083,37.4168,1.2619,22.9567
7/29/2018 16:00,579.5947,48.3927,1.5126,24.403
7/29/2018 17:00,366.5368,59.8428,2.0082,24.2158
7/30/2018 8:00,427.5383,62.4842,2.1875,16.6895
7/30/2018 9:00,628.4156,51.0134,1.5976,18.0447
7/30/2018 10:00,795.3597,39.8987,1.3069,19.4318
7/30/2018 11:00,916.5417,29.9459,1.1553,20.8078
7/30/2018 12:00,885.3363,23.0428,1.0865,21.801
7/30/2018 13:00,635.338,22.2533,1.0801,21.326
7/30/2018 14:00,578.04,28.0805,1.1343,21.5698
7/30/2018 15:00,772.9118,37.5879,1.2648,22.7918
7/30/2018 16:00,658.4769,48.5479,1.5173,23.3033
7/30/2018 17:00,375.4607,59.9935,2.0175,23.1192
7/31/2018 8:00,451.0606,62.6191,2.1976,17.9768
7/31/2018 9:00,649.3765,51.1515,1.6024,19.931
7/31/2018 10:00,812.7549,40.0513,1.3098,22.2148
7/31/2018 11:00,936.2514,30.1302,1.1575,24.4828
7/31/2018 12:00,988.3096,23.2716,1.0884,26.1983
7/31/2018 13:00,985.7568,22.4948,1.082,27.1515
7/31/2018 14:00,932.4743,28.289,1.1365,27.9182
7/31/2018 15:00,819.5761,37.7647,1.2678,27.9645
7/31/2018 16:00,661.5438,48.7085,1.5222,28.0947
7/31/2018 17:00,467.2247,60.1494,2.0273,27.8368
8/1/2018 8:00,364.9485,62.7553,2.208,20.2898
8/1/2018 9:00,463.8732,51.2912,1.6073,21.913
8/1/2018 10:00,615.9158,40.2062,1.3128,23.2037
8/1/2018 11:00,480.4832,30.3177,1.1597,23.365
8/1/2018 12:00,435.3631,23.5047,1.0903,24.0642
8/1/2018 13:00,333.1055,22.7417,1.0839,24.114
8/1/2018 14:00,309.8636,28.5034,1.1388,24.3785
8/1/2018 15:00,166.5574,37.9474,1.271,24.2458
8/1/2018 16:00,117.0441,48.8747,1.5272,24.1212
8/1/2018 17:00,112.0443,60.3106,2.0374,24.8427
8/2/2018 8:00,375.7264,62.8928,2.2186,22.3577
8/2/2018 9:00,548.3844,51.4325,1.6123,24.9473
8/2/2018 10:00,667.0989,40.3633,1.3159,26.2715
8/2/2018 11:00,847.3679,30.5084,1.1619,28.0213
8/2/2018 12:00,720.5085,23.742,1.0923,28.8432
8/2/2018 13:00,668.2128,22.9939,1.0859,29.7412
8/2/2018 14:00,753.8883,28.7237,1.1412,30.3475
8/2/2018 15:00,722.6063,38.1358,1.2742,30.7945
8/2/2018 16:00,597.6219,49.0462,1.5325,31.2803
8/2/2018 17:00,326.2799,60.4769,2.0481,30.3442
8/3/2018 8:00,128.1745,63.0318,2.2294,22.5042
8/3/2018 9:00,156.0871,51.5756,1.6175,23.2033
8/3/2018 10:00,460.3979,40.5228,1.319,24.6985
8/3/2018 11:00,379.0182,30.7023,1.1642,24.9635
8/3/2018 12:00,316.5055,23.9836,1.0943,24.4203
8/3/2018 13:00,112.1995,23.2513,1.088,20.7358
8/3/2018 14:00,163.8475,28.9499,1.1437,18.0492
8/3/2018 15:00,267.8269,38.3299,1.2776,19.9717
8/3/2018 16:00,478.109,49.2232,1.5381,22.095
8/3/2018 17:00,412.0794,60.6484,2.0592,22.0187
8/4/2018 8:00,416.7803,63.172,2.2405,25.5347
8/4/2018 9:00,611.4069,51.7203,1.6227,27.9953
