date,Active_Power,Current_Phase_Average_Mean,Wind_Speed,Weather_Temperature_Celsius,Global_Horizontal_Radiation,Air_Pressure,Temperature_Probe_1
2019/1/19 13:00,79.60197067,118.2977123,1.320833345,28.42083343,0.0001,951.0575002,41.78742441
2019/1/19 14:00,72.46455574,107.6356468,2.408833325,28.07133369,0.0001,951.1944946,41.51514587
2019/1/19 15:00,59.89817651,88.71497663,3.368055503,27.75583331,0.0001,951.4050039,40.86563555
2019/1/19 16:00,45.60695012,67.590319,3.432222247,27.63499991,0.0001,951.8997345,41.3825105
2019/1/19 17:00,29.32619651,43.49677563,3.55472221,26.81194433,0.0001,951.5413869,41.44479815
2019/1/20 8:00,43.10588439,63.95792548,4.970277747,29.67027744,252.3072179,952.116394,46.44969177
2019/1/20 9:00,63.67864958,94.66165415,5.225555579,27.39138889,166.7358983,952.3094381,43.84943962
2019/1/20 10:00,76.16348076,113.1547235,4.768055518,26.63972282,67.18005673,952.9944458,42.38406849
2019/1/20 11:00,83.87841288,124.5813516,4.38055559,25.3236111,8.117804417,953.6380463,41.07604694
2019/1/20 12:00,86.45498657,128.3537604,3.05694441,24.58916632,0.0001,953.9269562,40.48455556
2019/1/20 13:00,83.67257436,124.4079774,3.414444387,23.74083312,0.0001,954.1588847,40.04856237
2019/1/20 14:00,77.4915088,115.2623838,2.723611067,22.32555564,0.0001,954.5788879,39.33691025
2019/1/20 15:00,68.47678439,101.4209938,2.746944447,21.55861092,0.0001,954.833608,38.97317759
2019/1/20 16:00,43.27425289,64.18876934,3.314444462,21.47916651,0.0001,954.4200033,38.89799913
2019/1/20 17:00,27.77905091,41.22075431,2.521388868,21.08833329,0.0001,954.1091665,38.45552476
2019/1/21 8:00,42.58151023,63.50506433,1.29454545,33.49666665,588.046789,951.2481745,61.15042704
2019/1/21 9:00,63.46164831,94.38961029,1.611944442,34.35611121,433.2054392,950.9279327,56.67813174
2019/1/21 10:00,77.51068624,115.0867062,2.043611109,34.03833294,192.7871793,950.9330648,49.79445012
2019/1/21 11:00,86.95053673,129.2171974,2.546944449,32.39833323,34.80167573,951.3205566,45.32152971
2019/1/21 12:00,75.79792786,112.494276,1.584166676,30.4083333,0.0001,951.8458303,42.39884472
2019/1/21 13:00,71.50269508,106.1268794,1.043888892,28.91194439,0.0001,952.3802795,41.48534266
2019/1/21 14:00,75.37018744,111.8288889,0.593333334,27.73055553,0.0001,952.3961182,40.81493727
2019/1/21 15:00,35.89586083,53.37018522,0.708888885,26.66916672,0.0001,952.6172129,40.05002721
2019/1/21 16:00,30.47199837,45.30201117,0.55472223,26.01000007,0.0001,952.1988881,39.7366511
2019/1/21 17:00,13.79006696,20.40364154,1.028611119,25.26638889,0.0001,951.7900085,39.4806687
2019/1/22 8:00,44.30865033,65.9857645,1.933333347,35.2611119,584.3141174,949.0138906,60.33759244
2019/1/22 9:00,64.04770215,95.1962382,1.553611115,35.57416693,368.0743332,948.6286062,54.73186048
2019/1/22 10:00,78.01735687,115.8967673,1.706944461,35.44499969,219.8043442,948.5444387,50.08342679
2019/1/22 11:00,86.19516309,127.9218839,1.206666678,34.42583307,28.29942246,948.8633372,45.5505298
2019/1/22 12:00,84.85668659,125.7528025,0.537500001,32.36055565,0.0001,949.3733317,42.90211582
2019/1/22 13:00,79.16554721,117.205368,0.594166669,30.93555578,0.0001,949.7719421,42.07112694
2019/1/22 14:00,81.80775197,121.1743628,0.21416667,29.38500007,0.0001,950.0947316,41.2283357
2019/1/22 15:00,69.14079221,102.8145523,0.292222229,27.70611095,0.0001,950.1755625,40.40902297
2019/1/22 16:00,44.66322231,66.52461815,0.342777786,26.53222227,0.0001,949.9186045,39.90827084
2019/1/22 17:00,15.84162076,23.56040605,0.303333337,25.12305562,0.0001,949.4683431,39.47026094
2019/1/23 8:00,41.9149785,62.47841072,3.015833378,40.49527772,667.6714808,946.1866608,62.65436776
2019/1/23 9:00,61.20039018,90.67043686,3.012222211,40.60944494,503.8900146,945.9852804,58.31421502
2019/1/23 10:00,72.9371109,108.0511557,2.540833334,39.96222305,220.5839609,946.1005554,52.42176628
2019/1/23 11:00,82.59306399,122.9207236,1.74999997,38.53472233,25.11031371,946.4219462,47.86183135
2019/1/23 12:00,87.87140338,130.6465747,0.995000005,35.85055574,0.0001,946.9338938,44.81536071
2019/1/23 13:00,85.59531212,127.2340177,1.079444458,33.96388912,0.0001,947.5227763,43.40650717
2019/1/23 14:00,66.38536294,98.78715611,1.18472222,32.92361228,0.0001,947.8999939,43.23300838
2019/1/23 15:00,58.64735142,87.35992463,1.291388879,31.94305499,0.0001,948.2986043,42.81538836
2019/1/23 16:00,50.48383554,75.1810929,1.428333332,31.95861085,0.0001,948.2191569,43.1396745
2019/1/23 17:00,21.65543119,32.242577,1.682777772,30.90611124,0.0001,947.9486287,42.47284381
2019/1/24 8:00,41.81537501,62.57135264,3.792500019,39.52750015,691.1560516,948.1894379,59.89422894
2019/1/24 9:00,60.87643528,91.03427633,4.124166628,39.25055472,467.2706629,948.041392,55.71698062
2019/1/24 10:00,73.35945829,109.5153643,4.091111163,38.48805459,219.1509368,948.3622182,50.83057944
2019/1/24 11:00,80.92989858,120.612126,3.979090886,36.99060613,23.44314277,949.1315141,46.96610572
2019/1/24 12:00,70.00684913,104.3494717,3.388888876,35.23333359,0.0001,950.0886078,45.33558114
2019/1/24 13:00,72.85644801,108.688283,2.18305558,32.97361088,0.0001,951.0874939,43.94541295
2019/1/24 14:00,52.91618999,78.86912282,3.36722223,31.90416638,0.0001,951.6736145,43.38604482
2019/1/24 15:00,65.03664144,97.09529988,3.796666642,30.85861095,0.0001,951.7741699,42.89189434
2019/1/24 16:00,45.82681489,68.57662789,3.966944436,29.69194476,0.0001,951.5572255,42.27020613
2019/1/24 17:00,20.28642249,30.36267058,1.360833347,27.9955554,0.0001,951.5649974,40.82008298
2019/1/25 8:00,42.93585602,64.38323879,3.708888868,39.32500013,707.5579224,947.7072144,61.51101367
2019/1/25 9:00,62.6484731,93.64327685,3.583055576,39.22111098,476.6740875,947.3169403,56.13133876
2019/1/25 10:00,75.41262881,112.6190751,3.499166648,38.6916666,226.7244644,947.3777771,51.45994123
2019/1/25 11:00,83.27352333,124.5299803,3.102777779,37.42388821,28.51678448,947.9933319,47.41860739
2019/1/25 12:00,82.3035841,122.8425719,2.884722213,35.80527782,0.0001,948.8052673,45.60711892
2019/1/25 13:00,80.90598615,120.7506727,2.562777778,34.57333342,0.0001,949.3541667,44.69182332
2019/1/25 14:00,66.52186855,99.19523557,3.603888869,34.07861074,0.0001,949.8050079,44.60552343
2019/1/25 15:00,63.09945424,94.31819884,3.954722206,33.40027777,0.0001,950.0133362,44.2939593
2019/1/25 16:00,38.64374797,57.65220078,2.889999966,32.34805536,0.0001,950.0661011,43.83258661
2019/1/25 17:00,2.59323286,4.398988207,2.219444434,31.30222225,0.0001,949.8336131,43.05821705
2019/1/26 8:00,42.70079199,63.88239479,4.457777818,38.59166654,538.553805,946.3944499,56.83835443
2019/1/26 9:00,44.4083484,66.502443,3.963611126,38.73750019,441.7940928,946.0833282,55.23982302
2019/1/26 10:00,69.40207577,103.7016792,3.871111035,38.0586106,209.7948259,946.110555,50.83174642
2019/1/26 11:00,80.91060193,120.7603703,3.321666698,36.86833318,17.36566848,946.6608378,47.02532387
2019/1/26 12:00,79.56030846,118.6606884,2.19083331,35.51944415,0.0001,947.3236084,45.33838463
2019/1/26 13:00,77.5863355,115.6567911,1.262666672,34.02099991,0.0001,947.7965027,44.22473335
2019/1/26 14:00,61.76929267,92.03703276,0.698888898,32.44722176,0.0001,948.4138947,43.11374664
2019/1/26 15:00,52.19220734,77.74743239,0.836666666,30.71916676,0.0001,948.8063965,42.00163714
2019/1/26 16:00,39.67079957,59.17644946,0.849722236,29.71250057,0.0001,948.8561249,41.35534382
